EmployeeNumber,EnvironmentSatisfaction,JobInvolvement,JobLevel,Department,JobRole,JobSatisfaction,MonthlyIncome,NumCompaniesWorked,OverTime,PerformanceRating,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,ExperienceLevel
1712,3,2,3,Research & Development,Healthcare Representative,3,10748,3,No,4,25,23,15,14,Senior
1714,4,1,1,Human Resources,Human Resources,3,1555,1,No,3,1,1,0,0,Entry
1716,3,1,4,Sales,Sales Executive,3,12936,7,No,3,25,23,5,14,Senior
1718,4,1,1,Research & Development,Laboratory Technician,3,2305,1,No,3,3,3,2,0,Entry
1719,4,2,4,Research & Development,Research Director,2,16704,1,No,3,21,21,6,8,Senior
1720,1,3,1,Research & Development,Research Scientist,3,3433,6,No,3,10,5,2,1,Intermediate
1721,2,3,1,Research & Development,Laboratory Technician,3,3477,1,No,3,6,5,2,0,Entry
1722,3,1,2,Human Resources,Human Resources,2,6430,6,No,3,10,3,2,1,Intermediate
1724,2,3,2,Research & Development,Manufacturing Director,1,6516,2,Yes,3,18,1,0,0,Senior
1725,2,3,1,Research & Development,Laboratory Technician,1,3907,1,No,3,6,6,2,1,Entry
1727,3,3,2,Research & Development,Healthcare Representative,2,5562,6,No,3,19,10,7,0,Senior
1728,4,3,2,Research & Development,Manufacturing Director,3,6883,2,No,3,17,7,7,0,Senior
1729,2,3,1,Research & Development,Research Scientist,4,2862,1,No,3,10,10,0,0,Intermediate
1731,3,3,2,Sales,Sales Executive,2,4978,7,No,3,4,1,0,0,Entry
1732,3,3,3,Sales,Sales Executive,4,10368,4,Yes,3,13,10,6,0,Intermediate
1733,2,2,2,Sales,Sales Executive,1,6134,5,Yes,3,16,2,2,2,Senior
1734,1,1,2,Sales,Sales Executive,2,6735,6,No,3,10,0,0,0,Intermediate
1735,3,3,1,Research & Development,Laboratory Technician,2,3295,1,No,3,3,3,2,1,Entry
1736,4,3,2,Research & Development,Manufacturing Director,4,5238,2,No,4,9,5,4,1,Entry
1737,4,3,2,Research & Development,Laboratory Technician,4,6472,1,Yes,3,9,9,8,5,Entry
1739,4,1,3,Sales,Sales Executive,3,9610,3,No,3,10,4,3,0,Intermediate
1740,2,3,5,Sales,Manager,2,19833,1,No,3,21,21,8,12,Senior
1744,3,1,3,Human Resources,Human Resources,3,9756,4,No,4,9,5,0,0,Entry
1745,4,2,1,Research & Development,Research Scientist,1,4968,0,No,3,10,9,7,0,Intermediate
1746,1,3,1,Human Resources,Human Resources,4,2145,0,No,3,3,2,2,2,Entry
1747,3,2,1,Human Resources,Human Resources,4,2180,6,No,3,6,4,2,1,Entry
1749,1,3,2,Sales,Sales Executive,3,8346,1,No,3,6,5,2,0,Entry
1751,3,3,1,Research & Development,Research Scientist,4,3445,1,No,3,6,6,2,1,Entry
1752,2,1,1,Sales,Sales Representative,2,2760,1,No,3,2,2,2,2,Entry
1753,4,4,2,Research & Development,Healthcare Representative,3,6294,8,Yes,3,10,3,2,0,Intermediate
1754,3,2,3,Sales,Sales Executive,1,7140,2,No,3,12,7,7,1,Intermediate
1755,4,4,1,Research & Development,Research Scientist,4,2932,0,Yes,3,6,5,0,1,Entry
1756,4,3,2,Sales,Sales Executive,2,5147,8,No,3,13,11,7,1,Intermediate
1757,4,3,2,Sales,Sales Executive,4,4507,3,No,3,8,5,1,0,Entry
1758,1,3,3,Sales,Sales Executive,1,8564,2,Yes,4,11,0,0,0,Intermediate
1760,3,2,1,Research & Development,Laboratory Technician,2,2468,4,No,3,9,6,1,0,Entry
1761,1,3,3,Sales,Sales Executive,3,8161,2,No,3,10,1,0,0,Intermediate
1762,4,2,1,Research & Development,Research Scientist,1,2109,1,No,3,1,1,0,0,Entry
1763,3,4,2,Research & Development,Healthcare Representative,3,5294,3,No,3,10,7,0,1,Intermediate
1764,2,3,1,Research & Development,Research Scientist,2,2718,2,No,3,12,7,7,0,Intermediate
1766,2,1,2,Research & Development,Healthcare Representative,4,5811,3,Yes,3,15,1,0,1,Entry
1767,3,2,1,Research & Development,Research Scientist,3,2437,9,Yes,3,6,1,0,0,Entry
1768,2,3,1,Research & Development,Laboratory Technician,2,2766,8,No,4,7,5,3,0,Entry
1770,3,2,5,Research & Development,Research Director,1,19038,8,No,3,34,1,0,0,Senior
1771,4,3,2,Research & Development,Research Scientist,2,3055,5,No,3,11,9,8,1,Intermediate
1772,3,3,1,Research & Development,Laboratory Technician,1,2289,1,No,4,5,5,3,0,Entry
1774,4,3,2,Sales,Sales Executive,3,4001,1,Yes,3,15,15,14,0,Entry
1775,1,2,4,Research & Development,Manufacturing Director,3,12965,4,Yes,4,27,3,2,0,Senior
1778,2,3,1,Human Resources,Human Resources,4,3539,0,No,3,10,9,7,1,Intermediate
1779,4,1,2,Sales,Sales Executive,4,6029,5,No,3,6,2,2,2,Entry
1780,2,3,1,Sales,Sales Representative,2,2679,1,No,3,1,1,0,1,Entry
1782,4,2,1,Research & Development,Laboratory Technician,3,3702,1,No,3,5,5,4,0,Entry
1783,3,3,1,Research & Development,Laboratory Technician,1,2398,1,Yes,3,1,1,0,0,Entry
1784,1,2,2,Sales,Sales Executive,4,5468,1,No,3,13,12,7,5,Intermediate
1786,1,3,3,Research & Development,Manager,3,13116,2,No,3,15,2,2,2,Entry
1787,2,2,2,Sales,Sales Executive,2,4189,1,No,3,5,5,2,0,Entry
1789,3,3,5,Research & Development,Research Director,4,19328,7,Yes,3,24,2,1,2,Senior
1790,4,3,3,Research & Development,Healthcare Representative,1,8321,7,Yes,3,15,12,8,5,Entry
1792,3,3,1,Research & Development,Research Scientist,2,2342,1,Yes,3,6,5,3,2,Entry
1794,3,3,2,Human Resources,Human Resources,2,4071,2,No,3,19,10,0,4,Senior
1797,3,3,2,Sales,Sales Executive,4,5813,1,Yes,3,10,10,7,7,Intermediate
1798,4,4,1,Research & Development,Research Scientist,1,3143,6,No,3,14,10,8,7,Intermediate
1799,3,3,1,Research & Development,Research Scientist,4,2044,1,No,3,5,5,3,0,Entry
1800,3,3,3,Research & Development,Research Director,3,13464,7,No,4,9,4,3,2,Entry
1801,2,2,2,Sales,Sales Executive,2,7991,8,No,3,6,2,2,2,Entry
1802,3,3,1,Research & Development,Laboratory Technician,1,3377,4,No,3,7,4,3,0,Entry
1803,2,4,2,Research & Development,Healthcare Representative,1,5538,5,No,3,10,0,0,0,Intermediate
1804,2,3,2,Research & Development,Manufacturing Director,4,5762,2,No,3,15,7,7,1,Entry
1805,1,3,1,Human Resources,Human Resources,2,2592,5,No,3,13,11,10,3,Intermediate
1807,4,3,2,Research & Development,Laboratory Technician,1,5346,4,No,3,11,7,1,0,Intermediate
1809,4,3,2,Research & Development,Manufacturing Director,1,4213,1,No,3,10,10,3,0,Intermediate
1812,3,3,2,Sales,Sales Executive,4,4127,2,No,3,7,2,1,2,Entry
1813,1,3,1,Research & Development,Research Scientist,3,2438,4,No,3,7,3,2,1,Entry
1814,2,4,2,Research & Development,Healthcare Representative,2,6870,3,No,3,11,3,2,1,Intermediate
1815,3,3,3,Sales,Sales Executive,3,10447,0,Yes,3,23,22,14,13,Senior
1816,1,3,3,Research & Development,Manufacturing Director,3,9667,9,No,3,9,7,7,0,Entry
1818,4,3,1,Human Resources,Human Resources,2,2148,0,Yes,3,6,5,1,1,Entry
1821,4,3,2,Research & Development,Healthcare Representative,2,8926,4,No,4,13,9,7,3,Intermediate
1822,3,3,2,Research & Development,Healthcare Representative,4,6513,4,No,3,12,5,3,0,Intermediate
1823,2,4,2,Sales,Sales Executive,3,6799,1,No,4,10,10,8,4,Intermediate
1824,2,3,4,Sales,Manager,2,16291,4,No,4,37,16,9,14,Senior
1826,2,1,1,Research & Development,Laboratory Technician,3,2705,0,No,3,6,5,4,0,Entry
1827,3,2,3,Research & Development,Manufacturing Director,2,10333,8,Yes,3,28,22,11,14,Senior
1829,2,3,2,Research & Development,Healthcare Representative,1,4448,2,No,3,15,7,4,7,Entry
1830,4,3,2,Research & Development,Research Scientist,4,6854,4,No,3,14,7,1,1,Intermediate
1833,1,3,3,Sales,Sales Executive,1,9637,2,No,3,9,3,2,2,Entry
1834,3,3,1,Research & Development,Research Scientist,1,3591,1,No,4,3,3,2,1,Entry
1835,2,1,2,Sales,Sales Representative,4,5405,2,Yes,4,20,4,2,0,Senior
1836,3,3,2,Sales,Sales Executive,4,4684,1,No,3,5,5,3,1,Entry
1837,1,3,4,Research & Development,Research Director,3,15787,2,Yes,3,23,2,2,2,Senior
1839,2,3,1,Research & Development,Research Scientist,3,1514,1,No,3,0,0,0,0,Entry
1842,4,4,1,Human Resources,Human Resources,1,2956,0,No,3,2,1,0,0,Entry
1844,1,2,1,Human Resources,Human Resources,1,2335,4,Yes,3,4,2,2,2,Entry
1845,3,3,2,Sales,Sales Executive,3,5154,4,No,4,10,8,7,5,Intermediate
1847,4,3,2,Research & Development,Research Scientist,2,6962,4,Yes,4,15,1,0,0,Entry
1849,1,3,2,Sales,Sales Executive,4,5675,1,No,4,7,7,7,7,Entry
1850,4,3,1,Research & Development,Laboratory Technician,4,2379,0,Yes,3,6,5,4,0,Entry
1852,4,3,1,Research & Development,Laboratory Technician,4,3812,1,No,3,11,11,8,3,Intermediate
1853,4,3,2,Sales,Sales Executive,4,4648,8,No,3,4,0,0,0,Entry
1854,3,3,1,Research & Development,Research Scientist,3,2936,3,No,4,10,6,3,3,Intermediate
1856,2,3,1,Research & Development,Laboratory Technician,3,2105,4,No,3,7,2,2,2,Entry
1857,4,3,3,Research & Development,Manufacturing Director,4,8578,3,No,3,12,9,8,4,Intermediate
1858,3,3,1,Human Resources,Human Resources,4,2706,1,No,3,3,3,2,2,Entry
1859,4,1,2,Research & Development,Healthcare Representative,3,6384,8,No,3,11,7,0,1,Intermediate
1860,4,3,1,Research & Development,Laboratory Technician,3,3968,4,No,3,8,0,0,0,Entry
1862,3,2,2,Sales,Sales Executive,2,9907,7,Yes,3,7,2,2,2,Entry
1863,1,4,4,Sales,Sales Executive,1,13225,2,No,3,25,19,17,2,Senior
1864,2,2,2,Sales,Sales Representative,3,3540,1,No,4,9,9,8,5,Entry
1865,4,2,1,Human Resources,Human Resources,2,2804,1,No,3,1,1,0,0,Entry
1866,1,2,5,Research & Development,Manager,3,19392,7,No,3,21,16,12,6,Senior
1867,4,2,5,Research & Development,Research Director,2,19665,4,No,3,29,22,10,12,Senior
1868,4,2,1,Research & Development,Research Scientist,4,2439,1,Yes,4,1,1,0,1,Entry
1869,3,3,3,Sales,Sales Executive,2,7314,5,No,4,14,8,7,0,Intermediate
1870,4,2,1,Research & Development,Research Scientist,1,4774,0,No,3,8,7,6,7,Entry
1871,4,3,2,Research & Development,Research Scientist,4,3902,8,No,3,7,2,2,2,Entry
1873,2,2,1,Research & Development,Research Scientist,4,2662,8,No,4,19,5,2,0,Senior
1875,2,3,1,Sales,Sales Representative,2,2856,1,No,3,1,1,0,0,Entry
1876,2,3,1,Sales,Sales Representative,4,1081,1,No,3,1,1,0,0,Entry
1878,4,3,1,Research & Development,Research Scientist,2,2472,1,Yes,4,1,1,0,0,Entry
1880,2,2,2,Sales,Sales Executive,3,5673,1,Yes,3,10,10,9,1,Intermediate
1881,2,3,2,Research & Development,Laboratory Technician,3,4197,1,No,3,10,10,8,0,Intermediate
1882,3,3,3,Sales,Sales Executive,4,9713,2,Yes,3,9,5,3,1,Entry
1883,4,3,1,Research & Development,Laboratory Technician,1,2062,3,No,3,11,3,2,1,Intermediate
1885,4,3,2,Research & Development,Research Scientist,1,4284,5,Yes,4,16,5,3,0,Senior
1886,4,2,2,Research & Development,Manufacturing Director,2,4788,0,Yes,3,4,3,2,0,Entry
1888,2,2,2,Research & Development,Manufacturing Director,4,5906,0,No,3,10,9,8,3,Intermediate
1890,2,2,2,Human Resources,Human Resources,4,3886,1,No,4,10,10,1,0,Intermediate
1892,1,3,4,Research & Development,Manager,1,16823,2,No,3,22,19,7,11,Senior
1893,2,2,1,Research & Development,Research Scientist,3,2933,1,Yes,3,1,1,0,1,Entry
1898,1,4,2,Sales,Sales Executive,3,6500,0,No,3,9,8,7,0,Entry
1900,4,3,4,Research & Development,Manager,4,17174,3,No,3,24,22,17,4,Senior
1903,2,4,2,Research & Development,Healthcare Representative,1,5033,2,No,3,10,2,0,2,Intermediate
1905,4,1,1,Research & Development,Research Scientist,1,2307,1,Yes,4,5,5,2,3,Entry
1907,1,3,1,Research & Development,Laboratory Technician,4,2587,1,No,3,5,4,2,1,Entry
1908,3,2,2,Sales,Sales Executive,2,5507,2,No,3,12,4,2,1,Intermediate
1909,3,3,2,Sales,Sales Executive,2,4393,5,No,4,14,5,4,1,Intermediate
1911,3,3,3,Research & Development,Research Director,1,13348,9,No,3,18,13,7,5,Senior
1912,3,3,2,Sales,Sales Executive,4,6583,2,Yes,3,8,5,2,1,Entry
1915,4,2,2,Sales,Sales Executive,4,8103,3,Yes,3,9,4,2,0,Entry
1916,1,4,1,Research & Development,Laboratory Technician,3,3978,8,No,3,4,2,2,2,Entry
1918,3,4,1,Research & Development,Laboratory Technician,4,2544,0,No,3,8,7,7,7,Entry
1922,2,3,2,Research & Development,Healthcare Representative,3,5399,4,No,3,12,4,2,0,Intermediate
1924,2,3,2,Sales,Sales Executive,3,5487,1,No,3,10,10,4,0,Intermediate
1927,3,2,2,Sales,Sales Executive,4,6834,1,Yes,3,7,7,7,0,Entry
1928,3,4,1,Sales,Sales Representative,1,1091,1,No,3,1,1,0,0,Entry
1929,1,1,2,Sales,Sales Executive,3,5736,6,No,3,10,3,2,1,Intermediate
1931,2,3,1,Research & Development,Research Scientist,2,2226,1,No,3,6,5,3,1,Entry
1932,3,2,2,Research & Development,Research Scientist,4,5747,1,Yes,3,16,15,10,6,Senior
1933,4,3,2,Sales,Sales Executive,3,9854,3,Yes,3,6,2,0,2,Entry
1934,3,3,2,Research & Development,Research Scientist,2,5467,8,No,3,16,8,7,1,Senior
1935,4,2,2,Sales,Sales Executive,1,5380,4,No,3,6,0,0,0,Entry
1936,1,3,2,Research & Development,Manufacturing Director,1,5151,1,No,4,10,10,0,7,Intermediate
1937,4,2,2,Research & Development,Research Scientist,2,2133,1,Yes,3,20,20,11,0,Senior
1938,4,3,4,Sales,Manager,4,17875,4,Yes,3,29,1,0,0,Senior
1939,1,4,1,Research & Development,Research Scientist,3,2432,3,Yes,3,8,4,1,0,Entry
1940,2,3,1,Research & Development,Research Scientist,4,4771,2,No,3,10,5,2,0,Intermediate
1941,2,3,5,Research & Development,Research Director,4,19161,3,No,3,28,5,4,4,Senior
1943,2,3,2,Sales,Sales Executive,4,5087,3,Yes,3,14,0,0,0,Intermediate
1944,1,2,1,Human Resources,Human Resources,2,2863,1,No,3,1,1,0,0,Entry
1945,2,3,2,Sales,Sales Executive,1,5561,0,No,3,6,5,3,0,Entry
1947,3,3,1,Research & Development,Research Scientist,3,2144,1,No,3,5,5,3,1,Entry
1948,3,3,1,Research & Development,Research Scientist,1,3065,1,Yes,3,4,4,2,2,Entry
1949,1,4,1,Research & Development,Laboratory Technician,2,2810,1,No,4,5,5,4,0,Entry
1950,1,3,3,Sales,Sales Executive,4,9888,1,No,4,14,14,8,2,Intermediate
1951,4,3,3,Sales,Sales Executive,3,8628,1,No,3,9,8,7,1,Entry
1952,3,3,1,Research & Development,Laboratory Technician,1,2867,0,No,3,8,7,7,7,Entry
1954,1,3,2,Research & Development,Healthcare Representative,1,5373,0,No,3,6,5,3,0,Entry
1955,3,3,2,Research & Development,Healthcare Representative,4,6667,5,No,3,9,5,1,1,Entry
1956,4,1,2,Research & Development,Research Scientist,1,5003,1,No,4,10,10,8,8,Intermediate
1960,3,2,1,Research & Development,Laboratory Technician,4,2367,5,No,3,6,4,1,0,Entry
1961,1,2,1,Sales,Sales Representative,1,2858,4,No,3,20,1,0,0,Senior
1962,3,3,2,Sales,Sales Executive,4,5204,1,Yes,3,10,10,8,0,Intermediate
1965,4,3,2,Sales,Sales Executive,4,4105,1,No,3,7,7,7,0,Entry
1966,4,2,2,Research & Development,Manufacturing Director,4,9679,8,No,4,8,1,0,0,Entry
1967,1,3,2,Sales,Sales Executive,4,5617,1,Yes,3,10,10,7,0,Intermediate
1968,1,3,3,Sales,Sales Executive,1,10448,6,Yes,3,15,2,2,2,Entry
1969,1,3,2,Research & Development,Research Scientist,3,2897,3,No,3,9,4,3,2,Entry
1970,4,3,2,Research & Development,Healthcare Representative,3,5968,1,No,4,9,9,7,2,Entry
1971,1,3,3,Research & Development,Healthcare Representative,3,7510,1,No,3,10,10,9,0,Intermediate
1972,4,3,1,Human Resources,Human Resources,2,2991,0,Yes,3,7,6,2,1,Entry
1973,3,4,5,Human Resources,Manager,2,19636,4,Yes,3,35,10,9,1,Senior
1974,4,1,1,Research & Development,Laboratory Technician,4,1129,1,Yes,3,1,1,0,0,Entry
1975,2,3,4,Sales,Sales Executive,1,13341,0,No,3,21,20,8,11,Senior
1976,4,2,2,Research & Development,Research Scientist,3,4332,1,No,3,20,20,9,3,Senior
1979,3,3,3,Research & Development,Research Director,3,11031,4,No,4,13,11,7,4,Intermediate
1980,3,3,2,Research & Development,Manufacturing Director,1,4440,6,Yes,3,9,5,2,1,Entry
1981,2,2,2,Research & Development,Healthcare Representative,3,4617,1,No,3,4,4,3,1,Entry
1982,4,3,1,Research & Development,Laboratory Technician,4,2647,1,No,3,5,5,2,1,Entry
1985,4,3,2,Research & Development,Laboratory Technician,3,6323,1,No,3,10,10,9,9,Intermediate
1986,2,3,2,Sales,Sales Executive,2,5677,3,No,3,15,11,8,5,Entry
1987,3,3,1,Human Resources,Human Resources,2,2187,4,No,3,6,2,0,1,Entry
1989,4,3,1,Research & Development,Laboratory Technician,2,3748,1,No,3,12,12,8,1,Intermediate
1992,4,3,1,Research & Development,Laboratory Technician,3,3977,6,Yes,3,7,2,2,0,Entry
1993,1,3,3,Research & Development,Healthcare Representative,3,8633,2,No,4,25,17,14,12,Senior
1994,2,2,1,Research & Development,Laboratory Technician,3,2008,1,No,3,1,1,1,0,Entry
1995,4,3,2,Sales,Sales Executive,2,4440,0,No,3,16,15,13,5,Senior
1996,1,3,1,Sales,Sales Representative,3,3067,0,No,3,3,2,2,1,Entry
1997,1,2,2,Research & Development,Manufacturing Director,3,5321,2,No,3,10,8,3,7,Intermediate
1998,4,3,2,Research & Development,Research Scientist,1,5410,6,Yes,3,9,4,3,1,Entry
1999,4,3,1,Research & Development,Research Scientist,4,2782,3,No,4,12,5,3,1,Intermediate
2000,3,3,3,Research & Development,Research Director,2,11957,0,No,3,14,13,8,5,Intermediate
2003,4,3,1,Research & Development,Laboratory Technician,3,2660,7,Yes,3,5,2,2,2,Entry
2007,4,3,1,Research & Development,Research Scientist,3,3375,0,No,3,4,3,2,1,Entry
2008,2,3,2,Research & Development,Research Scientist,3,5098,1,No,3,10,10,7,0,Intermediate
2009,2,3,2,Research & Development,Healthcare Representative,4,4878,0,Yes,3,10,9,7,8,Intermediate
2010,3,2,1,Research & Development,Laboratory Technician,2,2837,1,No,3,6,6,2,4,Entry
2012,1,3,1,Research & Development,Laboratory Technician,4,2406,8,No,3,8,1,0,0,Entry
2013,2,2,1,Sales,Sales Representative,2,2269,0,No,3,3,2,2,2,Entry
2014,1,3,2,Research & Development,Research Scientist,4,4108,7,No,3,18,7,7,1,Senior
2015,2,1,3,Research & Development,Research Director,3,13206,3,No,3,20,18,16,1,Senior
2016,3,3,3,Sales,Sales Executive,4,10422,1,No,3,14,14,10,5,Intermediate
2017,3,4,3,Research & Development,Research Director,4,13744,1,Yes,4,16,16,11,6,Senior
2018,1,3,2,Sales,Sales Executive,3,4907,0,Yes,4,6,5,3,0,Entry
2019,1,3,1,Sales,Sales Representative,4,3482,2,No,3,16,9,8,0,Senior
2020,2,3,1,Research & Development,Research Scientist,4,2436,6,Yes,3,6,4,3,1,Entry
2021,3,3,1,Sales,Sales Representative,1,2380,1,Yes,3,2,2,2,1,Entry
2022,4,3,5,Research & Development,Manager,4,19431,2,No,3,21,6,0,1,Senior
2023,4,3,1,Sales,Sales Representative,1,1790,1,No,3,1,1,0,1,Entry
2024,1,2,3,Sales,Sales Executive,4,7644,0,No,3,10,9,7,3,Intermediate
2025,4,3,2,Research & Development,Manufacturing Director,2,5131,7,No,3,18,4,2,0,Senior
2026,3,3,2,Research & Development,Healthcare Representative,3,6306,1,No,4,13,13,12,1,Intermediate
2027,1,3,1,Research & Development,Research Scientist,4,4787,9,Yes,3,4,2,2,2,Entry
2031,1,3,5,Research & Development,Manager,3,18880,5,No,3,24,22,6,4,Senior
2032,4,3,1,Research & Development,Laboratory Technician,3,2339,8,No,3,14,10,9,9,Intermediate
2034,1,2,4,Research & Development,Manufacturing Director,2,13570,0,No,4,21,20,7,0,Senior
2035,4,2,2,Sales,Sales Executive,3,6712,1,No,4,8,8,7,1,Entry
2036,4,1,2,Sales,Sales Executive,4,5406,1,No,4,15,15,12,11,Entry
2037,3,2,2,Sales,Sales Executive,2,8938,2,No,3,14,5,4,0,Intermediate
2038,4,3,1,Research & Development,Research Scientist,1,2439,1,No,3,4,4,2,1,Entry
2040,3,3,3,Human Resources,Human Resources,4,8837,1,Yes,3,9,9,0,1,Entry
2041,1,3,2,Sales,Sales Executive,4,5343,1,No,3,10,10,7,1,Intermediate
2044,2,3,2,Sales,Sales Executive,3,6728,7,No,3,12,6,3,0,Intermediate
2045,2,2,2,Sales,Sales Executive,4,6652,4,No,3,8,6,3,0,Entry
2046,4,3,2,Sales,Sales Executive,3,4850,8,No,3,8,5,3,0,Entry
2048,3,2,1,Research & Development,Research Scientist,3,2809,2,No,3,8,2,2,2,Entry
2049,3,3,2,Research & Development,Healthcare Representative,3,5689,1,Yes,3,10,10,2,0,Intermediate
2051,3,3,1,Research & Development,Research Scientist,3,2001,2,No,3,20,5,3,0,Senior
2052,3,1,1,Research & Development,Research Scientist,4,2977,1,No,3,4,4,3,1,Entry
2053,4,2,2,Research & Development,Laboratory Technician,2,4025,4,Yes,3,10,4,3,0,Intermediate
2054,4,2,1,Research & Development,Research Scientist,1,3785,1,No,3,5,5,4,0,Entry
2055,4,2,3,Sales,Sales Executive,1,10854,4,Yes,3,20,3,2,2,Senior
2056,2,2,4,Sales,Sales Executive,4,12031,0,No,3,21,20,9,9,Senior
2057,2,3,2,Research & Development,Manufacturing Director,1,9936,0,No,3,10,9,4,1,Intermediate
2060,4,2,1,Sales,Sales Representative,3,2966,0,No,3,5,4,2,0,Entry
2061,3,4,2,Research & Development,Laboratory Technician,4,2571,4,No,3,17,5,2,0,Senior
2062,4,2,3,Research & Development,Healthcare Representative,1,9991,4,No,3,9,7,7,1,Entry
2064,2,4,2,Research & Development,Manufacturing Director,2,6142,1,Yes,4,6,6,2,0,Entry
2065,4,2,2,Sales,Sales Executive,2,5390,2,No,3,17,9,6,0,Senior
2068,2,4,2,Research & Development,Laboratory Technician,3,4404,2,No,3,6,4,3,1,Entry
