EmployeeNumber,EnvironmentSatisfaction,JobInvolvement,JobLevel,Department,JobRole,JobSatisfaction,MonthlyIncome,NumCompaniesWorked,OverTime,PerformanceRating,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion
1907,1,3,1,Research & Development,Laboratory Technician,4,2587,1,No,3,5,4,2,1
1908,3,2,2,Sales,Sales Executive,2,5507,2,No,3,12,4,2,1
1909,3,3,2,Sales,Sales Executive,2,4393,5,No,4,14,5,4,1
1911,3,3,3,Research & Development,Research Director,1,13348,9,No,3,18,13,7,5
1912,3,3,2,Sales,Sales Executive,4,6583,2,Yes,3,8,5,2,1
1915,4,2,2,Sales,Sales Executive,4,8103,3,Yes,3,9,4,2,0
1916,1,4,1,Research & Development,Laboratory Technician,3,3978,8,No,3,4,2,2,2
1918,3,4,1,Research & Development,Laboratory Technician,4,2544,0,No,3,8,7,7,7
1922,2,3,2,Research & Development,Healthcare Representative,3,5399,4,No,3,12,4,2,0
1924,2,3,2,Sales,Sales Executive,3,5487,1,No,3,10,10,4,0
1927,3,2,2,Sales,Sales Executive,4,6834,1,Yes,3,7,7,7,0
1928,3,4,1,Sales,Sales Representative,1,1091,1,No,3,1,1,0,0
1929,1,1,2,Sales,Sales Executive,3,5736,6,No,3,10,3,2,1
1931,2,3,1,Research & Development,Research Scientist,2,2226,1,No,3,6,5,3,1
1932,3,2,2,Research & Development,Research Scientist,4,5747,1,Yes,3,16,15,10,6
1933,4,3,2,Sales,Sales Executive,3,9854,3,Yes,3,6,2,0,2
1934,3,3,2,Research & Development,Research Scientist,2,5467,8,No,3,16,8,7,1
1935,4,2,2,Sales,Sales Executive,1,5380,4,No,3,6,0,0,0
1936,1,3,2,Research & Development,Manufacturing Director,1,5151,1,No,4,10,10,0,7
1937,4,2,2,Research & Development,Research Scientist,2,2133,1,Yes,3,20,20,11,0
1938,4,3,4,Sales,Manager,4,17875,4,Yes,3,29,1,0,0
1939,1,4,1,Research & Development,Research Scientist,3,2432,3,Yes,3,8,4,1,0
1940,2,3,1,Research & Development,Research Scientist,4,4771,2,No,3,10,5,2,0
1941,2,3,5,Research & Development,Research Director,4,19161,3,No,3,28,5,4,4
1943,2,3,2,Sales,Sales Executive,4,5087,3,Yes,3,14,0,0,0
1944,1,2,1,Human Resources,Human Resources,2,2863,1,No,3,1,1,0,0
1945,2,3,2,Sales,Sales Executive,1,5561,0,No,3,6,5,3,0
1947,3,3,1,Research & Development,Research Scientist,3,2144,1,No,3,5,5,3,1
1948,3,3,1,Research & Development,Research Scientist,1,3065,1,Yes,3,4,4,2,2
1949,1,4,1,Research & Development,Laboratory Technician,2,2810,1,No,4,5,5,4,0
1950,1,3,3,Sales,Sales Executive,4,9888,1,No,4,14,14,8,2
1951,4,3,3,Sales,Sales Executive,3,8628,1,No,3,9,8,7,1
1952,3,3,1,Research & Development,Laboratory Technician,1,2867,0,No,3,8,7,7,7
1954,1,3,2,Research & Development,Healthcare Representative,1,5373,0,No,3,6,5,3,0
1955,3,3,2,Research & Development,Healthcare Representative,4,6667,5,No,3,9,5,1,1
1956,4,1,2,Research & Development,Research Scientist,1,5003,1,No,4,10,10,8,8
1960,3,2,1,Research & Development,Laboratory Technician,4,2367,5,No,3,6,4,1,0
1961,1,2,1,Sales,Sales Representative,1,2858,4,No,3,20,1,0,0
1962,3,3,2,Sales,Sales Executive,4,5204,1,Yes,3,10,10,8,0
1965,4,3,2,Sales,Sales Executive,4,4105,1,No,3,7,7,7,0
1966,4,2,2,Research & Development,Manufacturing Director,4,9679,8,No,4,8,1,0,0
1967,1,3,2,Sales,Sales Executive,4,5617,1,Yes,3,10,10,7,0
1968,1,3,3,Sales,Sales Executive,1,10448,6,Yes,3,15,2,2,2
1969,1,3,2,Research & Development,Research Scientist,3,2897,3,No,3,9,4,3,2
1970,4,3,2,Research & Development,Healthcare Representative,3,5968,1,No,4,9,9,7,2
1971,1,3,3,Research & Development,Healthcare Representative,3,7510,1,No,3,10,10,9,0
1972,4,3,1,Human Resources,Human Resources,2,2991,0,Yes,3,7,6,2,1
1973,3,4,5,Human Resources,Manager,2,19636,4,Yes,3,35,10,9,1
1974,4,1,1,Research & Development,Laboratory Technician,4,1129,1,Yes,3,1,1,0,0
1975,2,3,4,Sales,Sales Executive,1,13341,0,No,3,21,20,8,11
1976,4,2,2,Research & Development,Research Scientist,3,4332,1,No,3,20,20,9,3
1979,3,3,3,Research & Development,Research Director,3,11031,4,No,4,13,11,7,4
1980,3,3,2,Research & Development,Manufacturing Director,1,4440,6,Yes,3,9,5,2,1
1981,2,2,2,Research & Development,Healthcare Representative,3,4617,1,No,3,4,4,3,1
1982,4,3,1,Research & Development,Laboratory Technician,4,2647,1,No,3,5,5,2,1
1985,4,3,2,Research & Development,Laboratory Technician,3,6323,1,No,3,10,10,9,9
1986,2,3,2,Sales,Sales Executive,2,5677,3,No,3,15,11,8,5
1987,3,3,1,Human Resources,Human Resources,2,2187,4,No,3,6,2,0,1
1989,4,3,1,Research & Development,Laboratory Technician,2,3748,1,No,3,12,12,8,1
1992,4,3,1,Research & Development,Laboratory Technician,3,3977,6,Yes,3,7,2,2,0
1993,1,3,3,Research & Development,Healthcare Representative,3,8633,2,No,4,25,17,14,12
1994,2,2,1,Research & Development,Laboratory Technician,3,2008,1,No,3,1,1,1,0
1995,4,3,2,Sales,Sales Executive,2,4440,0,No,3,16,15,13,5
1996,1,3,1,Sales,Sales Representative,3,3067,0,No,3,3,2,2,1
1997,1,2,2,Research & Development,Manufacturing Director,3,5321,2,No,3,10,8,3,7
1998,4,3,2,Research & Development,Research Scientist,1,5410,6,Yes,3,9,4,3,1
1999,4,3,1,Research & Development,Research Scientist,4,2782,3,No,4,12,5,3,1
2000,3,3,3,Research & Development,Research Director,2,11957,0,No,3,14,13,8,5
2003,4,3,1,Research & Development,Laboratory Technician,3,2660,7,Yes,3,5,2,2,2
2007,4,3,1,Research & Development,Research Scientist,3,3375,0,No,3,4,3,2,1
2008,2,3,2,Research & Development,Research Scientist,3,5098,1,No,3,10,10,7,0
2009,2,3,2,Research & Development,Healthcare Representative,4,4878,0,Yes,3,10,9,7,8
2010,3,2,1,Research & Development,Laboratory Technician,2,2837,1,No,3,6,6,2,4
2012,1,3,1,Research & Development,Laboratory Technician,4,2406,8,No,3,8,1,0,0
2013,2,2,1,Sales,Sales Representative,2,2269,0,No,3,3,2,2,2
2014,1,3,2,Research & Development,Research Scientist,4,4108,7,No,3,18,7,7,1
2015,2,1,3,Research & Development,Research Director,3,13206,3,No,3,20,18,16,1
2016,3,3,3,Sales,Sales Executive,4,10422,1,No,3,14,14,10,5
2017,3,4,3,Research & Development,Research Director,4,13744,1,Yes,4,16,16,11,6
2018,1,3,2,Sales,Sales Executive,3,4907,0,Yes,4,6,5,3,0
2019,1,3,1,Sales,Sales Representative,4,3482,2,No,3,16,9,8,0
2020,2,3,1,Research & Development,Research Scientist,4,2436,6,Yes,3,6,4,3,1
2021,3,3,1,Sales,Sales Representative,1,2380,1,Yes,3,2,2,2,1
2022,4,3,5,Research & Development,Manager,4,19431,2,No,3,21,6,0,1
2023,4,3,1,Sales,Sales Representative,1,1790,1,No,3,1,1,0,1
2024,1,2,3,Sales,Sales Executive,4,7644,0,No,3,10,9,7,3
2025,4,3,2,Research & Development,Manufacturing Director,2,5131,7,No,3,18,4,2,0
2026,3,3,2,Research & Development,Healthcare Representative,3,6306,1,No,4,13,13,12,1
2027,1,3,1,Research & Development,Research Scientist,4,4787,9,Yes,3,4,2,2,2
2031,1,3,5,Research & Development,Manager,3,18880,5,No,3,24,22,6,4
2032,4,3,1,Research & Development,Laboratory Technician,3,2339,8,No,3,14,10,9,9
2034,1,2,4,Research & Development,Manufacturing Director,2,13570,0,No,4,21,20,7,0
2035,4,2,2,Sales,Sales Executive,3,6712,1,No,4,8,8,7,1
2036,4,1,2,Sales,Sales Executive,4,5406,1,No,4,15,15,12,11
2037,3,2,2,Sales,Sales Executive,2,8938,2,No,3,14,5,4,0
2038,4,3,1,Research & Development,Research Scientist,1,2439,1,No,3,4,4,2,1
2040,3,3,3,Human Resources,Human Resources,4,8837,1,Yes,3,9,9,0,1
2041,1,3,2,Sales,Sales Executive,4,5343,1,No,3,10,10,7,1
2044,2,3,2,Sales,Sales Executive,3,6728,7,No,3,12,6,3,0
2045,2,2,2,Sales,Sales Executive,4,6652,4,No,3,8,6,3,0
2046,4,3,2,Sales,Sales Executive,3,4850,8,No,3,8,5,3,0
2048,3,2,1,Research & Development,Research Scientist,3,2809,2,No,3,8,2,2,2
2049,3,3,2,Research & Development,Healthcare Representative,3,5689,1,Yes,3,10,10,2,0
2051,3,3,1,Research & Development,Research Scientist,3,2001,2,No,3,20,5,3,0
2052,3,1,1,Research & Development,Research Scientist,4,2977,1,No,3,4,4,3,1
2053,4,2,2,Research & Development,Laboratory Technician,2,4025,4,Yes,3,10,4,3,0
2054,4,2,1,Research & Development,Research Scientist,1,3785,1,No,3,5,5,4,0
2055,4,2,3,Sales,Sales Executive,1,10854,4,Yes,3,20,3,2,2
2056,2,2,4,Sales,Sales Executive,4,12031,0,No,3,21,20,9,9
2057,2,3,2,Research & Development,Manufacturing Director,1,9936,0,No,3,10,9,4,1
2060,4,2,1,Sales,Sales Representative,3,2966,0,No,3,5,4,2,0
2061,3,4,2,Research & Development,Laboratory Technician,4,2571,4,No,3,17,5,2,0
2062,4,2,3,Research & Development,Healthcare Representative,1,9991,4,No,3,9,7,7,1
2064,2,4,2,Research & Development,Manufacturing Director,2,6142,1,Yes,4,6,6,2,0
2065,4,2,2,Sales,Sales Executive,2,5390,2,No,3,17,9,6,0
2068,2,4,2,Research & Development,Laboratory Technician,3,4404,2,No,3,6,4,3,1
