EmployeeNumber,Age,DistanceFromHome,Education,EducationField,Gender,MaritalStatus,Attrition,EnvironmentSatisfaction,JobInvolvement,JobLevel,Department,JobRole,JobSatisfaction,MonthlyIncome,NumCompaniesWorked,OverTime,PerformanceRating,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,ExperienceLevel
1175,28,12,1,Life Sciences,Female,Married,Yes,3,3,1,Research & Development,Laboratory Technician,4,2515,1,Yes,3,1,1,1,0,Entry
1177,26,3,4,Medical,Male,Married,No,1,4,1,Research & Development,Laboratory Technician,4,4420,1,No,4,8,8,7,0,Entry
1179,30,10,3,Marketing,Male,Married,No,3,2,2,Sales,Sales Executive,3,6578,1,No,3,10,10,3,1,Intermediate
1180,40,26,2,Medical,Female,Married,No,3,2,2,Research & Development,Research Scientist,4,4422,3,Yes,3,16,1,1,0,Senior
1182,35,2,3,Life Sciences,Male,Divorced,No,3,2,3,Research & Development,Manufacturing Director,2,10274,2,No,3,15,7,7,6,Entry
1184,34,1,3,Medical,Male,Single,No,4,2,2,Research & Development,Healthcare Representative,1,5343,0,No,4,14,13,9,4,Intermediate
1185,35,4,4,Other,Male,Married,No,4,2,1,Research & Development,Laboratory Technician,4,2376,1,No,3,2,2,2,2,Entry
1188,43,9,3,Marketing,Female,Single,Yes,1,1,2,Sales,Sales Executive,3,5346,8,No,3,7,4,3,1,Entry
1190,32,2,1,Life Sciences,Female,Divorced,No,3,3,1,Sales,Sales Representative,1,2827,1,No,3,1,1,0,0,Entry
1191,56,4,4,Technical Degree,Female,Divorced,No,4,3,5,Research & Development,Manager,1,19943,4,No,3,28,5,2,4,Senior
1192,29,6,1,Medical,Female,Married,No,2,3,1,Research & Development,Laboratory Technician,4,3131,1,No,3,10,10,8,0,Intermediate
1193,19,9,2,Life Sciences,Male,Single,No,3,3,1,Research & Development,Research Scientist,1,2552,1,No,4,1,1,1,0,Entry
1195,45,7,3,Medical,Female,Married,No,1,3,1,Research & Development,Research Scientist,3,4477,4,Yes,3,7,3,2,0,Entry
1196,37,1,3,Life Sciences,Female,Married,No,4,2,2,Research & Development,Manufacturing Director,4,6474,1,No,3,14,14,8,3,Intermediate
1198,20,3,3,Life Sciences,Male,Single,No,1,2,1,Research & Development,Laboratory Technician,3,3033,1,No,3,2,2,2,1,Entry
1200,44,10,4,Life Sciences,Male,Single,Yes,3,3,1,Research & Development,Research Scientist,3,2936,1,Yes,3,6,6,4,0,Entry
1201,53,7,2,Medical,Female,Divorced,No,4,3,5,Research & Development,Manager,3,18606,3,No,3,26,7,7,4,Senior
1202,29,15,1,Life Sciences,Female,Married,No,2,1,1,Research & Development,Research Scientist,4,2168,0,Yes,3,6,5,4,1,Entry
1203,22,3,4,Life Sciences,Male,Married,Yes,3,2,1,Research & Development,Research Scientist,4,2853,0,Yes,3,1,0,0,0,Entry
1204,46,2,3,Marketing,Female,Married,No,3,3,4,Sales,Manager,1,17048,8,No,4,28,26,15,15,Senior
1206,44,17,3,Life Sciences,Male,Single,No,4,1,1,Research & Development,Research Scientist,3,2290,2,No,3,6,0,0,0,Entry
1207,33,2,3,Human Resources,Male,Married,No,2,3,1,Human Resources,Human Resources,3,3600,1,No,3,5,5,4,1,Entry
1210,41,5,2,Life Sciences,Male,Divorced,Yes,1,2,1,Research & Development,Research Scientist,1,2107,6,No,3,5,1,0,0,Entry
1211,30,29,4,Life Sciences,Male,Divorced,No,3,3,2,Sales,Sales Executive,1,4115,8,No,3,8,4,3,0,Entry
1212,40,2,4,Medical,Male,Married,No,2,3,2,Sales,Sales Executive,2,4327,5,No,3,5,0,0,0,Entry
1215,50,2,3,Medical,Female,Married,No,4,3,4,Research & Development,Manager,1,17856,2,No,4,32,2,2,2,Senior
1216,28,19,4,Medical,Male,Married,No,4,2,1,Research & Development,Laboratory Technician,1,3196,1,No,3,6,6,5,3,Entry
1217,46,15,2,Life Sciences,Male,Married,No,4,3,5,Research & Development,Research Director,2,19081,5,No,3,25,4,2,0,Senior
1218,35,17,4,Life Sciences,Male,Married,No,3,3,2,Sales,Sales Executive,1,8966,3,Yes,3,15,7,7,1,Entry
1219,24,17,2,Life Sciences,Female,Married,Yes,4,3,1,Research & Development,Laboratory Technician,2,2210,1,No,3,1,1,0,0,Entry
1220,33,25,3,Medical,Female,Married,No,2,3,2,Sales,Sales Executive,3,4539,1,No,3,10,10,7,0,Intermediate
1221,36,6,4,Life Sciences,Male,Divorced,No,3,1,1,Research & Development,Laboratory Technician,3,2741,1,No,3,7,7,7,1,Entry
1224,30,7,4,Life Sciences,Male,Divorced,No,3,3,2,Research & Development,Laboratory Technician,3,3491,1,No,3,10,10,7,8,Intermediate
1225,44,29,4,Other,Male,Single,No,4,3,2,Research & Development,Research Scientist,4,4541,1,No,4,20,20,11,13,Senior
1226,20,21,3,Marketing,Male,Single,No,3,4,1,Sales,Sales Representative,4,2678,1,No,3,2,2,1,2,Entry
1228,46,2,4,Technical Degree,Male,Divorced,No,4,3,2,Research & Development,Manufacturing Director,4,7379,2,No,3,12,6,3,1,Intermediate
1231,42,2,5,Medical,Male,Married,No,4,4,2,Human Resources,Human Resources,1,6272,7,No,3,10,4,3,0,Intermediate
1233,60,7,4,Marketing,Male,Divorced,No,2,4,2,Sales,Sales Executive,4,5220,0,Yes,3,12,11,7,1,Intermediate
1234,32,13,3,Other,Female,Married,No,3,2,1,Research & Development,Laboratory Technician,2,2743,1,No,4,2,2,2,2,Entry
1235,32,2,2,Life Sciences,Female,Single,No,4,3,2,Research & Development,Research Scientist,3,4998,4,Yes,3,10,8,7,0,Intermediate
1237,36,1,3,Technical Degree,Female,Divorced,No,3,1,3,Research & Development,Manufacturing Director,1,10252,2,Yes,4,17,7,7,7,Senior
1238,33,9,3,Medical,Male,Married,No,1,3,1,Research & Development,Research Scientist,4,2781,0,No,3,15,14,10,4,Entry
1239,40,10,3,Technical Degree,Female,Divorced,No,2,2,2,Sales,Sales Executive,2,6852,7,No,3,7,5,1,1,Entry
1240,25,10,4,Life Sciences,Male,Single,No,3,3,2,Sales,Sales Executive,4,4950,0,No,3,5,4,3,1,Entry
1241,30,1,3,Medical,Male,Married,No,4,3,1,Research & Development,Research Scientist,2,3579,0,Yes,4,12,11,9,5,Intermediate
1242,42,26,5,Medical,Female,Married,No,1,3,3,Research & Development,Research Director,1,13191,3,Yes,3,20,1,0,0,Senior
1243,35,8,2,Marketing,Female,Married,No,3,2,3,Sales,Sales Executive,4,10377,4,Yes,3,16,13,2,4,Senior
1244,27,14,3,Life Sciences,Male,Married,No,1,3,1,Research & Development,Research Scientist,1,2235,1,Yes,3,9,9,7,6,Entry
1245,54,1,4,Life Sciences,Female,Divorced,No,4,3,3,Research & Development,Manufacturing Director,3,10502,7,No,3,33,5,4,1,Senior
1246,44,2,1,Life Sciences,Female,Married,No,1,4,1,Research & Development,Research Scientist,4,2011,1,No,3,10,10,5,7,Intermediate
1248,19,10,3,Medical,Female,Single,Yes,1,2,1,Research & Development,Research Scientist,2,1859,1,Yes,4,1,1,1,0,Entry
1249,29,1,3,Life Sciences,Female,Divorced,No,1,3,1,Research & Development,Research Scientist,4,3760,1,No,3,3,3,2,1,Entry
1250,54,3,3,Life Sciences,Male,Married,No,4,3,4,Research & Development,Research Director,4,17779,3,No,3,36,10,9,0,Senior
1251,31,11,2,Medical,Male,Married,No,3,3,2,Research & Development,Healthcare Representative,1,6833,1,Yes,3,6,6,5,0,Entry
1252,31,24,3,Medical,Female,Single,No,3,2,2,Research & Development,Healthcare Representative,1,6812,1,No,3,10,10,9,1,Intermediate
1254,59,3,3,Life Sciences,Female,Single,No,3,2,2,Sales,Sales Executive,4,5171,5,No,3,13,6,1,0,Intermediate
1255,43,3,3,Life Sciences,Male,Married,No,3,1,5,Research & Development,Research Director,4,19740,3,No,3,25,8,7,0,Senior
1256,49,4,2,Medical,Male,Married,No,1,2,5,Research & Development,Manager,3,18711,2,No,3,23,1,0,0,Senior
1257,36,3,3,Technical Degree,Male,Married,No,3,3,1,Research & Development,Research Scientist,2,3692,1,No,3,12,11,10,0,Intermediate
1258,48,2,2,Technical Degree,Male,Single,No,4,4,1,Research & Development,Laboratory Technician,2,2559,5,No,3,7,1,0,0,Entry
1259,27,4,2,Life Sciences,Male,Divorced,No,1,3,1,Research & Development,Research Scientist,3,2517,1,No,3,5,5,3,0,Entry
1260,29,7,3,Life Sciences,Male,Divorced,No,3,3,2,Research & Development,Healthcare Representative,4,6623,1,Yes,3,6,6,0,1,Entry
1263,48,1,3,Life Sciences,Male,Single,No,4,2,5,Research & Development,Research Director,4,18265,6,No,3,25,1,0,0,Senior
1264,29,1,3,Life Sciences,Female,Divorced,No,4,2,4,Research & Development,Research Director,4,16124,3,No,3,9,7,7,1,Entry
1265,34,20,3,Technical Degree,Female,Married,No,3,4,1,Research & Development,Research Scientist,3,2585,0,No,3,2,1,0,0,Entry
1267,44,5,3,Marketing,Male,Married,No,2,3,5,Sales,Manager,2,18213,7,No,3,26,22,9,3,Senior
1268,33,10,5,Marketing,Male,Divorced,No,4,4,3,Sales,Sales Executive,3,8380,0,Yes,3,10,9,8,0,Intermediate
1269,19,25,3,Life Sciences,Female,Single,No,2,4,1,Research & Development,Research Scientist,4,2994,1,Yes,3,1,1,0,0,Entry
1270,23,1,2,Life Sciences,Male,Married,No,4,3,1,Research & Development,Research Scientist,3,1223,1,No,4,1,1,0,0,Entry
1273,25,24,1,Life Sciences,Male,Single,Yes,3,1,1,Sales,Sales Representative,4,1118,1,Yes,3,1,1,0,1,Entry
1275,26,4,2,Life Sciences,Male,Single,No,3,3,1,Research & Development,Research Scientist,4,2875,1,Yes,4,8,8,5,2,Entry
1277,45,2,3,Marketing,Female,Single,Yes,1,1,5,Sales,Manager,2,18824,2,Yes,3,26,24,10,1,Senior
1278,55,8,1,Medical,Male,Divorced,No,4,2,4,Research & Development,Healthcare Representative,2,13577,1,Yes,3,34,33,9,15,Senior
1279,21,10,2,Life Sciences,Female,Single,Yes,1,2,1,Research & Development,Laboratory Technician,3,2625,1,No,4,2,2,2,2,Entry
1280,46,4,2,Marketing,Female,Married,No,4,2,5,Sales,Manager,2,18789,2,No,3,26,11,4,0,Senior
1281,34,2,3,Marketing,Female,Single,No,3,3,2,Sales,Sales Executive,1,4538,0,Yes,3,4,3,2,0,Entry
1282,51,9,3,Life Sciences,Male,Divorced,No,4,3,5,Sales,Manager,2,19847,4,Yes,4,31,29,10,11,Senior
1283,59,18,4,Medical,Male,Single,No,4,3,3,Research & Development,Manufacturing Director,4,10512,6,No,3,25,9,7,5,Senior
1285,34,19,3,Medical,Female,Divorced,No,3,3,2,Research & Development,Laboratory Technician,2,4444,4,No,3,15,11,8,5,Entry
1286,28,1,4,Medical,Male,Single,No,4,3,1,Research & Development,Laboratory Technician,3,2154,0,Yes,3,5,4,2,0,Entry
1288,44,4,2,Life Sciences,Male,Divorced,No,3,4,5,Research & Development,Manager,1,19190,1,No,3,26,25,9,14,Senior
1289,34,11,3,Life Sciences,Male,Married,No,3,2,2,Human Resources,Human Resources,2,4490,4,No,3,14,10,9,1,Intermediate
1291,35,6,1,Life Sciences,Male,Married,No,3,3,1,Research & Development,Research Scientist,3,3506,0,Yes,3,4,3,2,2,Entry
1292,42,7,4,Medical,Female,Married,No,2,4,2,Research & Development,Research Scientist,2,2372,6,Yes,3,18,1,0,0,Senior
1293,43,4,4,Marketing,Female,Single,No,4,2,3,Sales,Sales Executive,4,10231,3,No,3,23,21,7,15,Senior
1294,36,2,4,Life Sciences,Female,Single,No,3,3,2,Research & Development,Manufacturing Director,2,5410,9,Yes,3,18,16,14,5,Senior
1295,44,15,3,Medical,Female,Married,Yes,1,3,3,Research & Development,Healthcare Representative,4,7978,1,No,3,10,10,7,0,Intermediate
1296,28,2,3,Life Sciences,Male,Married,No,4,2,1,Research & Development,Laboratory Technician,4,3867,1,Yes,3,2,2,2,2,Entry
1297,51,6,2,Medical,Female,Single,No,2,2,1,Research & Development,Laboratory Technician,3,2838,0,No,3,8,7,0,7,Entry
1298,30,9,2,Medical,Female,Single,No,3,3,2,Research & Development,Manufacturing Director,3,4695,7,Yes,3,10,8,4,1,Intermediate
1299,29,7,3,Technical Degree,Female,Divorced,Yes,2,3,1,Research & Development,Laboratory Technician,3,3339,3,Yes,3,10,7,7,7,Intermediate
1301,28,1,3,Technical Degree,Male,Single,No,4,3,1,Research & Development,Research Scientist,1,2080,2,No,3,5,3,2,1,Entry
1303,25,1,3,Medical,Female,Single,No,4,3,1,Research & Development,Research Scientist,2,2096,1,No,3,2,2,2,2,Entry
1304,32,8,3,Medical,Male,Married,No,3,4,2,Sales,Sales Executive,4,6209,1,No,3,10,10,7,0,Intermediate
1306,45,25,3,Medical,Female,Single,No,2,3,5,Research & Development,Manager,2,18061,3,No,4,22,0,0,0,Senior
1307,39,13,4,Medical,Female,Divorced,No,3,2,4,Research & Development,Manager,2,17123,6,Yes,3,21,19,9,15,Senior
1308,58,23,4,Life Sciences,Male,Divorced,No,1,3,1,Research & Development,Research Scientist,3,2372,1,No,3,2,2,2,2,Entry
1309,32,7,2,Life Sciences,Male,Married,Yes,4,3,2,Research & Development,Laboratory Technician,3,4883,1,No,3,10,10,4,1,Intermediate
1310,39,23,3,Medical,Male,Single,Yes,3,3,1,Research & Development,Research Scientist,1,3904,0,No,3,6,5,2,0,Entry
1311,30,6,3,Technical Degree,Female,Married,No,1,2,2,Research & Development,Laboratory Technician,4,4627,0,No,3,10,9,2,6,Intermediate
1312,36,10,4,Technical Degree,Female,Married,No,4,3,3,Research & Development,Healthcare Representative,3,7094,3,No,3,10,7,7,1,Intermediate
1314,46,1,2,Life Sciences,Female,Single,No,4,3,1,Human Resources,Human Resources,1,3423,6,No,3,10,7,6,5,Intermediate
1315,28,1,3,Life Sciences,Female,Married,No,3,1,2,Research & Development,Laboratory Technician,4,6674,0,No,3,10,9,8,7,Intermediate
1317,50,28,3,Life Sciences,Female,Married,No,4,3,4,Research & Development,Research Director,1,16880,4,Yes,3,25,3,2,1,Senior
1318,40,25,4,Marketing,Male,Single,Yes,4,2,3,Sales,Sales Executive,2,9094,2,Yes,3,9,5,4,1,Entry
1319,52,5,3,Life Sciences,Male,Single,Yes,2,3,3,Sales,Sales Executive,2,8446,9,Yes,3,10,8,7,7,Intermediate
1321,30,17,4,Medical,Female,Married,No,2,3,3,Research & Development,Manager,1,11916,1,Yes,4,9,9,1,0,Entry
1322,39,18,2,Life Sciences,Male,Single,No,1,3,2,Research & Development,Manufacturing Director,3,4534,0,No,3,9,8,7,1,Entry
1324,31,2,4,Life Sciences,Female,Divorced,No,4,3,3,Sales,Sales Executive,3,9852,1,Yes,3,10,10,8,9,Intermediate
1329,41,10,2,Medical,Male,Single,No,3,1,2,Sales,Sales Executive,2,6151,1,No,3,19,19,2,11,Senior
1331,31,1,3,Life Sciences,Female,Single,Yes,4,3,1,Sales,Sales Representative,2,2302,1,Yes,3,3,3,2,2,Entry
1333,44,3,3,Life Sciences,Male,Married,Yes,1,3,1,Research & Development,Laboratory Technician,1,2362,4,No,3,10,3,2,1,Intermediate
1334,42,2,1,Life Sciences,Male,Married,No,3,3,4,Research & Development,Manager,3,17861,0,Yes,3,21,20,8,2,Senior
1336,55,2,2,Medical,Female,Married,No,4,1,5,Research & Development,Manager,3,19187,4,No,3,23,19,9,9,Senior
1338,56,8,4,Life Sciences,Male,Single,No,4,3,5,Human Resources,Manager,2,19717,6,No,3,36,7,3,7,Senior
1340,40,16,2,Life Sciences,Male,Divorced,No,3,3,1,Research & Development,Research Scientist,3,3544,9,No,3,6,4,2,0,Entry
1344,34,9,3,Life Sciences,Male,Divorced,No,4,3,3,Research & Development,Healthcare Representative,4,8500,0,No,3,10,9,7,1,Intermediate
1346,40,2,3,Life Sciences,Male,Single,No,3,3,2,Research & Development,Research Scientist,4,4661,1,No,3,9,9,8,8,Entry
1349,41,1,3,Marketing,Female,Divorced,No,3,3,2,Sales,Sales Executive,1,4103,0,No,3,10,9,3,1,Intermediate
1350,35,4,4,Life Sciences,Male,Single,No,3,3,2,Research & Development,Research Scientist,3,4249,1,Yes,3,9,9,6,1,Entry
1352,51,5,3,Life Sciences,Male,Divorced,No,3,3,4,Human Resources,Manager,2,14026,1,Yes,3,33,33,9,0,Senior
1355,38,2,2,Life Sciences,Female,Divorced,No,2,3,2,Sales,Sales Executive,1,6893,3,No,3,11,7,7,1,Intermediate
1356,34,15,2,Medical,Female,Single,No,3,3,2,Sales,Sales Executive,1,6125,1,No,3,10,10,8,9,Intermediate
1358,25,19,1,Medical,Male,Married,No,4,3,1,Research & Development,Laboratory Technician,4,3669,3,No,3,7,3,2,1,Entry
1360,58,7,4,Medical,Female,Married,Yes,3,2,3,Research & Development,Manufacturing Director,1,10008,7,Yes,3,31,10,9,5,Senior
1361,40,1,4,Life Sciences,Male,Married,No,2,3,1,Research & Development,Laboratory Technician,2,2387,3,No,4,7,4,2,0,Entry
1362,36,7,3,Marketing,Female,Married,No,1,4,2,Sales,Sales Executive,1,4639,2,No,3,17,15,7,6,Senior
1363,48,4,3,Life Sciences,Male,Single,No,4,3,3,Research & Development,Manufacturing Director,4,7898,1,No,3,11,10,9,0,Intermediate
1364,27,11,3,Medical,Female,Married,No,3,4,1,Sales,Sales Representative,4,2534,8,No,3,5,1,0,0,Entry
1367,51,11,2,Technical Degree,Female,Single,No,4,2,4,Research & Development,Manufacturing Director,2,13142,3,No,3,29,5,2,0,Senior
1368,18,1,3,Life Sciences,Female,Single,No,4,3,1,Research & Development,Laboratory Technician,4,1611,1,No,3,0,0,0,0,Entry
1369,35,1,3,Medical,Female,Married,No,4,2,2,Research & Development,Laboratory Technician,4,5363,0,No,3,10,9,7,0,Intermediate
1371,27,2,1,Life Sciences,Male,Single,No,4,1,2,Sales,Sales Executive,4,5071,3,No,4,8,6,2,0,Entry
1372,55,13,4,Marketing,Male,Single,Yes,1,4,4,Sales,Sales Executive,3,13695,6,Yes,3,24,19,7,3,Senior
1373,56,23,3,Life Sciences,Male,Married,No,4,3,4,Research & Development,Manufacturing Director,2,13402,4,Yes,3,33,19,16,15,Senior
1374,34,26,1,Technical Degree,Female,Divorced,No,1,2,1,Research & Development,Research Scientist,3,2029,1,No,4,5,5,4,0,Entry
1375,40,2,1,Medical,Female,Divorced,No,2,4,2,Research & Development,Healthcare Representative,3,6377,5,No,4,15,12,11,11,Entry
1377,34,29,3,Medical,Male,Married,No,2,3,2,Research & Development,Laboratory Technician,3,5429,4,No,3,10,8,7,7,Intermediate
1379,31,2,3,Life Sciences,Female,Single,Yes,3,2,1,Sales,Sales Representative,4,2785,7,No,3,3,1,0,0,Entry
1380,35,18,4,Marketing,Female,Married,Yes,4,3,2,Sales,Sales Executive,3,4614,0,Yes,3,5,4,2,3,Entry
1382,38,7,3,Life Sciences,Male,Divorced,No,4,4,1,Research & Development,Research Scientist,3,2610,1,No,3,4,4,2,0,Entry
1383,34,2,4,Technical Degree,Female,Single,No,3,3,2,Research & Development,Healthcare Representative,4,6687,1,No,3,14,14,11,4,Intermediate
1387,28,26,3,Life Sciences,Male,Married,No,3,2,2,Sales,Sales Executive,1,4724,1,No,3,5,5,3,0,Entry
1389,31,22,4,Medical,Male,Married,Yes,4,3,2,Research & Development,Manufacturing Director,3,6179,1,Yes,3,10,10,2,6,Intermediate
1390,39,21,4,Life Sciences,Male,Married,No,1,2,2,Sales,Sales Executive,4,6120,3,Yes,3,8,5,4,1,Entry
1391,51,2,3,Marketing,Male,Married,No,2,3,3,Sales,Sales Executive,2,10596,2,No,3,14,4,2,3,Intermediate
1392,41,22,3,Life Sciences,Female,Divorced,No,4,3,2,Research & Development,Research Scientist,4,5467,3,Yes,3,12,6,2,3,Intermediate
1394,37,4,1,Life Sciences,Male,Married,No,3,3,1,Research & Development,Research Scientist,3,2996,7,Yes,3,8,6,4,1,Entry
1395,33,5,1,Life Sciences,Male,Married,No,2,3,2,Sales,Sales Executive,4,9998,6,No,3,8,5,4,1,Entry
1396,32,2,1,Marketing,Male,Married,No,3,3,2,Sales,Sales Executive,2,4078,0,Yes,3,4,3,2,1,Entry
1397,39,25,2,Life Sciences,Male,Married,No,3,3,3,Research & Development,Healthcare Representative,3,10920,3,No,4,13,6,4,0,Intermediate
1399,25,18,1,Life Sciences,Male,Married,No,1,4,2,Sales,Sales Executive,3,6232,2,No,3,6,3,2,1,Entry
1401,52,28,2,Medical,Female,Married,No,4,4,4,Research & Development,Manufacturing Director,3,13247,2,Yes,3,24,5,3,0,Senior
1402,43,6,3,Medical,Female,Single,No,1,2,2,Research & Development,Research Scientist,3,4081,1,Yes,3,20,20,7,1,Senior
1403,27,10,3,Marketing,Female,Married,No,4,2,2,Sales,Sales Executive,4,5769,1,Yes,3,6,6,2,4,Entry
1405,27,17,4,Life Sciences,Female,Single,Yes,4,3,1,Research & Development,Research Scientist,3,2394,1,Yes,3,8,8,2,7,Entry
1407,26,2,1,Medical,Male,Single,No,1,2,1,Research & Development,Research Scientist,4,3904,0,No,3,5,4,3,1,Entry
1408,42,10,3,Human Resources,Female,Married,No,3,3,4,Human Resources,Manager,1,16799,0,No,3,21,20,7,0,Senior
1409,52,8,4,Other,Female,Married,No,3,3,1,Research & Development,Laboratory Technician,1,2950,9,No,3,12,5,4,0,Intermediate
1411,37,11,3,Medical,Female,Single,No,1,3,1,Research & Development,Laboratory Technician,3,3629,4,No,3,8,3,2,0,Entry
1412,35,18,2,Life Sciences,Male,Single,No,3,3,3,Research & Development,Manufacturing Director,4,9362,2,No,3,10,2,2,2,Intermediate
1415,25,1,3,Technical Degree,Male,Married,No,1,3,1,Research & Development,Laboratory Technician,4,3229,4,No,3,7,3,2,0,Entry
1417,26,7,3,Other,Male,Single,No,3,4,1,Research & Development,Laboratory Technician,1,3578,0,No,3,8,7,7,0,Entry
1419,29,17,3,Other,Male,Single,No,2,2,3,Human Resources,Human Resources,1,7988,1,No,3,10,10,9,0,Intermediate
1420,49,28,2,Life Sciences,Male,Single,Yes,1,2,2,Research & Development,Laboratory Technician,1,4284,3,No,4,20,4,3,1,Senior
1421,29,14,1,Other,Female,Single,Yes,3,3,3,Research & Development,Healthcare Representative,4,7553,0,Yes,3,9,8,7,7,Entry
1422,54,1,3,Medical,Female,Single,No,4,3,4,Research & Development,Research Director,4,17328,6,No,3,29,20,7,12,Senior
1423,58,1,3,Medical,Female,Married,No,4,3,5,Research & Development,Research Director,1,19701,3,Yes,4,32,9,8,1,Senior
1424,55,1,4,Medical,Male,Divorced,No,2,4,4,Research & Development,Research Director,4,14732,2,No,3,31,7,7,0,Senior
1425,36,3,4,Marketing,Female,Single,No,1,3,2,Sales,Sales Executive,2,9278,3,Yes,3,15,5,4,0,Entry
1427,31,1,4,Life Sciences,Female,Single,Yes,2,1,1,Sales,Sales Representative,3,1359,1,No,3,1,1,0,0,Entry
1428,30,7,4,Marketing,Female,Divorced,No,4,3,2,Sales,Sales Executive,1,4779,7,No,3,8,3,2,0,Entry
1430,31,8,5,Life Sciences,Female,Single,No,1,3,4,Research & Development,Research Director,2,16422,3,No,3,9,3,2,1,Entry
1431,34,1,4,Other,Male,Divorced,No,4,3,1,Research & Development,Research Scientist,1,2996,5,No,3,10,4,3,1,Intermediate
1433,31,8,3,Life Sciences,Female,Single,Yes,1,2,1,Research & Development,Research Scientist,2,1261,1,No,3,1,1,0,0,Entry
1434,27,11,1,Life Sciences,Male,Married,No,2,3,1,Research & Development,Laboratory Technician,1,2099,0,No,3,6,5,0,1,Entry
1435,36,4,4,Life Sciences,Male,Single,No,1,2,2,Research & Development,Laboratory Technician,4,5810,1,No,3,10,10,4,1,Intermediate
1436,36,16,4,Marketing,Female,Married,No,3,2,2,Sales,Sales Executive,1,5647,4,No,3,11,3,2,0,Intermediate
1438,47,1,3,Technical Degree,Male,Married,No,1,3,1,Research & Development,Research Scientist,4,3420,7,No,3,17,6,5,1,Senior
1439,25,9,2,Life Sciences,Male,Married,Yes,1,2,1,Sales,Sales Representative,1,4400,3,No,3,6,3,2,2,Entry
1440,37,5,2,Technical Degree,Male,Single,No,3,4,1,Research & Development,Laboratory Technician,3,3500,0,No,3,7,6,5,1,Entry
1441,56,1,2,Life Sciences,Female,Married,No,1,3,1,Research & Development,Research Scientist,1,2066,2,No,4,5,3,2,1,Entry
1443,47,2,4,Medical,Female,Married,No,1,3,4,Research & Development,Research Director,3,17169,3,No,3,26,20,17,5,Senior
1445,24,4,1,Medical,Female,Married,No,4,3,2,Sales,Sales Executive,3,4162,1,Yes,3,5,5,4,0,Entry
1446,32,7,5,Marketing,Male,Married,No,4,3,2,Sales,Sales Executive,4,9204,4,No,3,7,4,3,0,Entry
1447,34,1,3,Life Sciences,Female,Married,No,4,2,1,Research & Development,Laboratory Technician,2,3294,5,No,3,7,5,4,0,Entry
1448,41,5,5,Medical,Male,Married,No,2,4,1,Research & Development,Research Scientist,3,2127,2,Yes,3,7,4,2,0,Entry
1449,40,9,4,Other,Male,Divorced,No,3,3,2,Research & Development,Laboratory Technician,3,3975,3,No,3,11,8,7,0,Intermediate
1453,31,8,2,Life Sciences,Male,Divorced,No,1,3,3,Sales,Sales Executive,4,10793,1,No,3,13,13,7,9,Intermediate
1457,46,9,3,Marketing,Male,Divorced,Yes,1,3,3,Sales,Sales Executive,4,10096,4,No,3,28,7,7,4,Senior
1458,39,2,3,Life Sciences,Female,Single,Yes,1,2,1,Research & Development,Laboratory Technician,1,3646,2,Yes,4,11,1,0,0,Intermediate
1459,31,1,5,Life Sciences,Female,Single,Yes,3,4,3,Research & Development,Manufacturing Director,2,7446,1,No,3,10,10,8,4,Intermediate
1460,45,20,3,Medical,Male,Divorced,No,2,1,3,Research & Development,Healthcare Representative,1,10851,2,Yes,3,24,7,7,0,Senior
1461,31,8,2,Medical,Female,Single,No,4,4,1,Human Resources,Human Resources,2,2109,9,No,3,8,3,2,0,Entry
1464,31,2,3,Life Sciences,Male,Married,Yes,2,3,1,Research & Development,Laboratory Technician,4,3722,6,Yes,3,7,2,2,2,Entry
1465,45,29,3,Technical Degree,Male,Married,No,2,3,3,Research & Development,Manufacturing Director,4,9380,4,Yes,3,10,3,1,1,Intermediate
1466,48,7,3,Marketing,Male,Divorced,No,3,3,2,Sales,Sales Executive,1,5486,4,No,3,15,2,2,2,Entry
1467,34,9,4,Technical Degree,Female,Married,Yes,1,3,1,Human Resources,Human Resources,3,2742,1,No,3,2,2,2,2,Entry
1468,40,8,1,Medical,Male,Divorced,No,4,2,3,Research & Development,Research Director,2,13757,2,No,3,16,9,8,4,Senior
1469,28,5,3,Medical,Male,Single,No,4,3,2,Sales,Sales Executive,1,8463,0,No,3,6,5,4,1,Entry
1471,44,5,3,Life Sciences,Male,Single,No,3,2,1,Research & Development,Laboratory Technician,3,3162,3,No,3,7,5,2,0,Entry
1472,53,2,3,Medical,Male,Single,No,4,4,4,Research & Development,Research Director,2,16598,4,No,3,35,9,8,8,Senior
1473,49,5,4,Technical Degree,Male,Married,No,1,3,2,Research & Development,Healthcare Representative,3,6651,2,No,3,20,3,2,1,Senior
1474,40,2,3,Medical,Male,Divorced,No,3,3,1,Research & Development,Research Scientist,3,2345,2,No,3,8,3,1,1,Entry
1475,44,20,3,Life Sciences,Male,Single,No,4,3,1,Research & Development,Research Scientist,2,3420,1,No,3,6,5,2,1,Entry
1477,33,7,3,Medical,Male,Married,No,4,3,2,Sales,Sales Executive,1,4373,0,No,3,5,4,3,0,Entry
1478,34,3,3,Other,Male,Single,No,4,1,2,Sales,Sales Executive,1,4759,3,No,3,15,13,9,3,Entry
1479,30,16,1,Life Sciences,Male,Married,No,4,3,2,Sales,Sales Executive,3,5301,8,No,3,4,2,1,2,Entry
